Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Learning to be a Platform Owner: How BMW Enhances App Development for Cars","Platform owners face multiple challenges such as onboarding and orchestrating app developers as well as providing resources to enable the development of complementary apps. Information systems research considers digital platform governance as key to address these challenges. Thereby, the focus lies on the relationship of a platform owner and app developers. However, while there is evidence how app developers acquire skills through these interactions, there is limited knowledge of how platform owners benefit from interacting with app developers to improve their digital platforms. To address this gap, in this article, we study the emergence of a digital platform for automotive onboard apps within the BMW Group. Our results are grounded in 30 expert interviews that we conducted during a period of two years and are enriched by extensive secondary data. We identify transfer of perspective, transfer of knowledge, and transfer of artifacts as basic mechanisms that enable a platform owner to enhance its digital platform. The inherent improvements of the digital platform facilitate the app development. Our work extends the existing theory on platform emergence and provides insights into the learning process of an inexperienced platform owner. Our findings reveal valuable recommendations for organizations that are struggling to establish digital platforms.","Niklas Weiss; Manuel Wiesche; Maximilian Schreieck; H. Krcmar","2020","IEEE transactions on engineering management","10.1109/tem.2020.3017051","14","-","https://doi.org/10.1109/tem.2020.3017051","","-","-","Include"
"The Implementation of Inquiry-based Learning in the Organization of Students' Research Activities on Mathematics",": The article looks into the issue of developing an interest of students’ research activities on Mathematics. The study is dedicated to the feasibility of involving the inquiry-based learning to the organization of students’ scientiﬁc research during the practice on the Approximation Theory and Fourier Series. The research considers the results of the survey among students who helped to evaluate their emotional state during the workshop. To collect the data we used the tool of express evaluation of positive and negative emotionality the Differential Emotion Scale by Izard. The article discusses the positive inﬂuence of the environment developed through the inquiry-based learning on students’ emotional state and forming their interest in scientiﬁc research while organizing practic classes. We have grounds to conclude that there is the efﬁciency of implementing workshops based on the inquiry-based learning. The index reduction of students’ negative emotions encouraged their activity during the practice and the improvement of interest in research activities.","Kateryna Vlasenko; O. Rovenska; I. Lovianova; O. Kondratyeva; V. Achkan; Yana M. Tkachenko; Mariya Shyshkina","2020","Proceedings of the 1st Symposium on Advances in Educational Technology","10.5220/0010929700003364","7","-","https://doi.org/10.5220/0010929700003364","","-","-","Include"
"Toward a project portfolio management evaluation framework","As projects constitute a major part of organizational budgets and strategic development, practitioners become dependent on project portfolio management (PPM). However, the existing knowledge on how to evaluate and improve PPM is rather fragmented and lacks empirical grounding. We ask: How can we develop a holistic and empirically validated PPM evaluation framework? Drawing on evaluation theory, we structure contributions from 20 PPM publications into a framework with four evaluation areas. Together with a large company, we develop, apply, and refine the framework. As a result, we offer two contributions: (1) a theory-ingrained artifact that structures a fragmented body of knowledge into four related PPM evaluation areas, and (2) a demonstration of how a theory-ingrained evaluation artifact can serve as an evaluation framework that helps practitioners identify strengths and improvement potential in PPM. In conclusion, we discuss how our results may inform future research and help organizations evaluate PPM.","Lars Kristian Hansen; Anna Le Gerstrøm Rode; Anita Friis Sommer; Per Svejvig","2019","Strategic Direction","10.1108/sd-01-2024-0005","-","-","https://doi.org/10.1108/sd-01-2024-0005","","en","3","Include"
"A Socio-Technical Approach to Manage Analytics-as-a-Service - Results of an Action Design Research Project","The ability to generate business-relevant information and its use for business process improvements is a key success factor for businesses today. Answering the call for further research on success-relevant practices and instruments for managing business analytics, we report on the results of a three-year action design research project at a global car manufacturer. Drawing on the socio-technical systems theory, we identify seven meta-requirements and specify four principles for the design of an instrument to manage Analytics-as-a-Service(Aaas) portfolios. Our results reinforce the importance of coordinating different socio-technical components in business analytics initiatives and demonstrate how concrete management instruments, such as the proposed portfolio management tool, contribute to socio-technical alignment. For practitioners, the documented design components may provide guidance on how to design and implement similar instruments that support the management of Aaas portfolios.","Christian Dremel; Emanuel Stoeckli; Jochen Wulf; W. Brenner","2019","Wirtschaftsinformatik","10.1080/2573234x.2020.1740616","2","-","https://doi.org/10.1080/2573234x.2020.1740616","","en","16","Include"
"Digital Inclusion for Elderly Citizens for a Sustainable Society","In an increasingly digitalised society, participation becomes dependent on digital skills – the ability to understand and use the everyday Internet technologies that surround us. People who have difficulty acquiring these skills risk being digitally excluded. One such group is the elderly; all research studies show that they are disadvantaged. The project focuses on digital inclusion for elderly citizens, address-ing goal 10 of the United Nations global sustainability goals: reduced inequality within and among countries. It brings together researchers, industry and government in a collaborative practice (action research) program designed to increase theoretical knowledge of digital inclusion in Sweden, and to provide useful guidelines and tools for improving societal involvement of elderly citizens. The collabo-rative practice approach incorporates survey and interview techniques to ensure scientific rigor. A fea-ture of the project is the use of a cross-generational teaching and learning approach – young people (digital natives) interacting with elderly - which has not previously been researched. Our initial results show that the benefits for the elderly include reduced isolation, more autonomy and independence, and better health.","Jesper Holgersson; Eva Söderström; J. Rose","2019","European Conference on Information Systems","10.1007/978-3-030-57599-1_12","13","-","https://doi.org/10.1007/978-3-030-57599-1_12","","en","13","Include"
"Aalborg Universitet Data Governance as a Collective Action Problem","-","Benfeldt; John Stouby; Sabine Madsen","2019","Information Systems Frontiers","10.1007/s10796-019-09923-z","-","-","https://doi.org/10.1007/s10796-019-09923-z","","en","15","Include"
"Action Research","This chapter is about action research. Action research is defined as the comparative research on the conditions and effects of various forms of social action and research leading to social action. This chapter highlights the history of action research, definition of action research, characteristics of action research, stages of action research, issues of action research, credibility and validity of action research. In action research, the ultimate objective is in the perceived functionality of chosen actions to produce desirable consequences for an organization.","Anitha Acharya; P. Mohanty","2019","Advances in Business Information Systems and Analytics","10.4018/978-1-5225-5366-3.ch010","1","-","https://doi.org/10.4018/978-1-5225-5366-3.ch010","","-","-","Include"
"Mediating boundaries between knowledge and knowing : ICT and R 4 D praxis Journal Item","<jats:p>This article reflects critically on the use of a wiki as a data repository for knowledge transfer and as a mediating technical platform for social learning in the context of a multi-country programme of agricultural research for development. The wiki was designed to foster sustainable social learning and an emergent community of practice among biophysical and social researchers acting for the first time as co-researchers. Over time, the technologically mediated element of the learning system was judged to have failed. The article is based on an inquiry that asked ‘How can learning system design cultivate learning opportunities and respond to learning challenges in an online environment to support research for development practice?’ The article also considers the wider context and institutional setting in which the knowledge work took place.</jats:p>","NT Reichelt; PJ Wallis; RL Ison; J Davies; P Carberry; A Sparrow; A Hall; Y Maru","2019","Outlook on Agriculture","10.1177/0030727016675693","-","-","https://doi.org/10.1177/0030727016675693","","en","8","Include"
"Requirements Engineering Challenges of Supporting Agile Teams in System Development","Context: Agile methods have attracted many companies due to their reported benefits of short time-to-market and improved quality outputs. In the systems development context, additional constraints apply e.g. as a result of scale or parallel development of hardware and software. Traditionally, stage-gate processes with a focus on up-front requirements analysis are common in large- scale systems engineering. These processes clash with the companies’ desire to become more agile.Objective: The aim of this thesis is to discover challenges that new requirements engineering approaches should address to enable agile system devel- opment at scale (RE4Agile). With a focus on value and building system understanding, we explore these challenges from the perspective of the agile development teams.Method: To meet our aim, we conducted a series of empirical studies based on case studies, and a secondary review to explore the problem domain while deriving challenges and potential solutions from industry and literature respectively.Findings: Our findings show that there are numerous challenges of conducting requirements engineering in agile development especially where systems development is concerned. These challenges relate to user value and overall system understanding. However, there are some cross-cutting concerns, e.g safety- critical development, that have generated much interest both from practitioners and academicians at large.Conclusions: The challenges discovered sprout from an integration problem of working with agile methods while using the already existing processes as well. However, solution candidates exist and our future research aims to validate some of the solution candidates in the view of deriving new RE approaches. This thesis contributes to such future research, by establishing a holistic map of challenges that allows to assess whether a given solution is beneficial in the larger context or whether it over-optimizes only one area.","Rashidah Kasauli","2018","Chalmers Research (Chalmers University of Technology)","10.1109/re.2017.60","-","-","https://doi.org/10.1109/re.2017.60","","-","-","Include"
"A mixed-method approach to investigate individual behaviour in online health communities","-","Bashir Tenuche","2018","Proceedings of the 2020 The 3rd International Conference on Information Science and System","10.1145/3388176.3388190","1","-","https://doi.org/10.1145/3388176.3388190","","-","8","Include"
"Cooperation Between Knowledge-based Institutions and Business : Empirical Studies and Network Theories","The issue of broadly-understood ties and collaboration between business and science is one of the key issues constituting the foundations for the modern knowledge-based economy, which relies on innovations and competitiveness in technically and scientifically advanced branches. The article outlines the theoretical perspective for studies on the effects of this cooperation. Taking into consideration the richness of the aspects and sub-issues of the problem which should be analysed, the paper implicitly prepares the “groundwork” for more detailed empirical studies based on the overview of different approaches and methods used in the literature, concluding - not only from the literature but mainly from the special characteristics of the “start-up world” - that the most suitable theoretical approach for properly constructed empirical studies is the network theory in general and the social capital perspective in particular. The subject of “hard” forms of cooperation between science institutions and business (start-ups in particular) requires more insight into the network approach to entrepreneurship. Secondly, the article presents an overview of the literature, concentrating on studies which analyse cooperation between knowledge-based entities (universities) and business in practice, as well as a detailed example of one such case study. The case study which was discovered in the literature, namely cooperation between Ericsson and ITU, is related to network concepts discussed in the theoretical part.","Agnieszka Domańska","2018","DOAJ (DOAJ: Directory of Open Access Journals)","10.23762/fso_vol6_no4_6","12","true","https://doi.org/10.23762/fso_vol6_no4_6","Knowledge management; Business; Computer science; Political science","en","-","Include"
"Managing Viewpoints: Maintenance Work in Sustainable Living Lab Research","-","Corinna Ogonowski; G. Stevens; Jan Hess; D. Randall; V. Wulf","2018","Technology Innovation Management Review","10.22215/timreview/1462","-","-","https://doi.org/10.22215/timreview/1462","","-","9","Include"
"Pragmatizing the Normative Artifact: Design Science Research in Scandinavia and Beyond","In this panel report, we analyze the discussion that unfolded during the “Design Science Research: A Scandinavian Approach?” panel held at the third Scandinavian Conference on Information Systems in Sigtuna, Sweden, in August, 2012. The second author of this paper chaired the panel, which also included Tone Bratteteig, Shirley Gregor, Ola Henfridsson, Alan Hevner, Jan Pries-Heje, and Tuure Tuunanen as panelists. Three themes that highlight how the design of artifacts contributes to knowledge production emerged during the panel. The first theme addresses our responsibility, as a research community, to come up not only with descriptions of the world but also to try to change things into preferable states. The second theme emphasizes that knowledge production also happens through the design of artifacts. The third theme identifies an apparent pragmatic turn in our discipline.","Pär J. Ågerfalk; Mikael Wiberg","2018","Communications of the Association for Information Systems","10.17705/1cais.04304","13","true","https://doi.org/10.17705/1cais.04304","Theme (computing); Normative; Artifact (error); Panel discussion; Sociology; Tone (literature); Knowledge production; Epistemology; Engineering ethics; Computer science","en","-","Include"
"Human-Computer Interaction – INTERACT 2017","-","Regina Bernhaupt; Ruwido Austria GmbH; Anirudha Joshi; D. Balkrishan; Jacki O ’ Neill; Marco Winckler; M. Kurosu; Austria Konrad Baumann; Portugal Diogo Cabral; Å. Cajander; Mexico Sweden Eduardo Calvillo Gamez; Stefan Carmien; Spain Maria Beatriz; Portugal Luis Carmo; Portugal Stefano Carri ç o; Switzerland Carrino; France Fabio G é ry Casiez; I. Cassano; Brazil Vanessa Castro; Portugal Arnab Ces á rio; India Chakravarty","2017","Lecture Notes in Computer Science","10.1007/978-3-319-68059-0","13","true","https://doi.org/10.1007/978-3-319-68059-0","Computer science; Human–computer interaction; Computer graphics (images); World Wide Web","en","-","Include"
"European Conference on Information Systems ( ECIS ) 2005 Building and Maintaining Alliances in SPI Projects : Implications for Organizing Effective SPI","-","Jacob Nørbjerg","2017","Acta Informatica Pragensia","10.18267/j.aip.110","-","-","https://doi.org/10.18267/j.aip.110","","-","6","Include"
"Pacific Asia Conference on Information Systems ( PACIS ) 2014 ANALYSIS OF FACTORS CONTRIBUTING TO SOFTWARE DEVELOPMENT IN SRI LANKAN UNIVERSITIES","-","D. Dias","2017","Information Technology for Development","10.1080/02681102.1986.9627055","-","-","https://doi.org/10.1080/02681102.1986.9627055","","en","8","Include"
"Adding Value Every Sprint: A Case Study on Large-Scale Continuous Requirements Engineering","Agile development practices, such as continuous integration and continuous delivery, promise value through shorter time to market and increased exibility. While these practices have been widely adopted in small-scale, they have shown to be challenging to adopt in large-scale, system development. This is often due to a distance between customer and developer in large scale systems, and the need to break down value from the whole system into manageable parts. The notion of value is fundamental for agile methods, especially for practices such as continuous delivery to the customer. However, how value should be handled in development practices is not clearly understood. In this paper, we investigate how the notion of adding value in every sprint has been perceived in a large-scale system development. Based on an exploratory qualitative case study, the outcome shows that it is perceived beneficial by practitioners although it comes at a price and challenges exist.","Rashidah Kasauli; E. Knauss; A. Nilsson; S. Klug","2017","REFSQ Workshops","10.1145/3134302.3134304","12","-","https://doi.org/10.1145/3134302.3134304","","-","10","Include"
"European Conference on Information Systems ( ECIS ) 2008 Practical Inquiry as Action Research and Beyond","-","Goran Goldkuhl","2017","Acta Informatica Pragensia","10.18267/j.aip.110","20","-","https://doi.org/10.18267/j.aip.110","","-","6","Include"
"European Conference on Information Systems ( ECIS ) 5-15-2012 ACTION RESEARCH AS A NETWORK : COLLECTIVE PRODUCTION OF ROLES AND INTERVENTIONS","-","Nina Boulus-Rødje","2017","Acta Informatica Pragensia","10.18267/j.aip.110","3","-","https://doi.org/10.18267/j.aip.110","","-","6","Include"
"Supporting Production System Design Decisions through Discrete Event Simulation","Manufacturing companies are increasingly required to deal with and introduce significant changes in their production systems to gain a competitive advantage. The production system design process is widely considered a means of introducing such changes, and decisions made during design are viewed as critical to its characterization and performance. However, this presents a problem because committing to decisions that involve significant changes implies not only dealing with requirements, products, challenges, or expectations that are different from what currently exists, but also addressing uncertainties regarding both the information necessary for committing to a production system design decision and the actual benefits that can be achieved as a result of these changes. One way to support the production system design decisions in this context is through the use of Discrete Event Simulation (DES). However, understanding of DES use when supporting production system design decisions in this domain remains limited. Therefore, the objective of this thesis is to explore the use of DES in support of production system design decisions when significant changes are introduced. Data are collected through a multiple case study method and DES from three real-time production system design projects at one manufacturing company. All production system design projects studied involved the introduction of significant production system changes for which limited experience existed. The cases and results are presented in three appended publications. The findings establish the purpose of DES use when supporting production system design decisions in this context. To this end three groups of DES model objectives are identified: communicating decisions and visualizing results, evaluating a production system design concept focused on operational performance, and experimenting with what-if scenarios while predicting production system outputs. The points of DES use when supporting production system design decisions are specified in relation to current theoretical understanding of a production system design process. Then, challenges and contributions of DES use supporting production system design decisions are identified. A framework is presented to facilitate the use of DES supporting production system design decisions when significant changes are introduced. The framework is based on the identification of high-level strategic objectives and relates these to production system design decisions. It defines DES use in support of these decisions and establishes milestones for DES use during production system design. Based on an analysis of the challenges and contributions of DES use, the framework helps formulate the purpose of DES use to achieve production system design decision support.","Erik Flores-García","2017","DiVA (Mälardalen University College)","10.1201/9781003188476-54","1","-","https://doi.org/10.1201/9781003188476-54","","en","7","Include"
"Using Social Networks and Communities of Practice to Support Information Systems Implementation","Information System (IS) implementations are a risky business with studies showing only a 16% - 29% success rate. This research explores the use of social network analysis (SNA) to inform the creation of a Community of Practice (CoP) to support a Finance Management System implementation in a higher education organization. IS implementations can be equated to the diffusion of innovation. The successful diffusion of an innovation requires it to be communicated through a social system. Organizations rarely know what their social network looks like - it is not the formal organization chart. SNA can be used to gain an understanding of the social network and how individuals with high social capital can be identified. There is growing evidence that CoP support successful organizational change initiatives but it is less clear how CoP membership might be agreed. SNA provides an evidence-based approach to CoP formation. The IS implementation case described in the paper demonstrates a new approach to IS implementation grounded in social capital and CoP and illustrates how it might be conducted in practice.","L. Hammre","2017","European Conference on Information Systems","10.4135/9781071873250.n7","1","-","https://doi.org/10.4135/9781071873250.n7","","-","24","Include"
"Managing Cultural Variation in Software Process Improvement","-","Pernille Kræmmergaard","2017","IEEE Software","10.1109/ms.2005.159","-","-","https://doi.org/10.1109/ms.2005.159","","en","8","Include"
"Mediterranean Conference on Information Systems ( MCIS ) 2012 FROM BUSINESS IT VALUE TO PUBLIC IT VALUE – AN ACTION RESEARCH STUDY OF HEALTHCARE IN THE FAROE ISLANDS","-","Per Svejvig","2017","Journal of Computer Information Systems","10.1080/08874417.2022.2085212","5","-","https://doi.org/10.1080/08874417.2022.2085212","","en","19","Include"
"Mediterranean Conference on Information Systems ( MCIS ) 2012 E-maintenance as an Emerging Customer Value Generating IT-enabled Resource","-","Soumitra Chowdhury","2017","Business Process Management Journal","10.1108/bpmj.2005.15711aac.001","-","-","https://doi.org/10.1108/bpmj.2005.15711aac.001","","en","-","Include"
"Towards business intelligence in preoperative care: Choice, chance and communication","BACKGROUND Each year millions of patients worldwide undergo elective surgery to correct a non-life-threatening health condition. For most patients, the risks of surgery and anaesthesia are low, however complications following surgery are an important cause of death. Determining the risk of death or disability is often the remit of the anaesthetist, so accurate information about these risks is needed during the preoperative anaesthetic assessment if informed decisions are to be made. There are limited data about the risk of dying that are relevant to the anaesthetist’s own clinical setting and, as a result, the risks of surgery can be poorly estimated and communicated. The application of routinely collected data (RCD) and business intelligence (BI) may provide anaesthetists with valuable information about perioperative outcomes, and in doing so, further improve the process of shared surgical decision-making during the preoperative assessment. AIM Using RCD, this pragmatic and interpretive study sought to gain actionable insights into perioperative outcomes for patients coming forward for elective surgery and to make these insights available to anaesthetists to support shared decision-making during the preoperative assessment. METHOD A two-year participatory action research (PAR) study was conducted in the Department of Anaesthesia and Perioperative Medicine at Auckland City Hospital, New Zealand. The first of three PAR cycles was undertaken to investigate the appropriateness of an information systems development (ISD) methodology, Multiview2, to inform the development of a BI prototype in the healthcare sector. The second PAR cycle used qualitative interviews with specialist anaesthetists to explore the work of risk communication during the preoperative assessment. The third PAR cycle conducted a single-centre, retrospective cohort study to describe 30-day and 1-year perioperative mortality rates for adult patients who underwent non-cardiac surgery at Auckland City Hospital from 2002 to 2012. The mixed and varied nature of these cycles reflected the interdisciplinary nature of the research. FINDINGS Over the course of the three PAR cycles, the objectives of this study were investigated. First, the stereotypical roles and outcomes for BI development were elicited, which led to a revised Multiview2 framework that is considered appropriate for BI development in the healthcare sector. Second, the interactional and circumstantial influences on anaesthetists’ communications with patients, as part of the shared decision-making that occurs prior to surgery, were found to be varied and complex. Third, 30-day and 1-year perioperative mortality rates for adult patients who underwent non-cardiac surgery at Auckland City Hospital from 2002 to 2012 were found to be comparable to those published internationally. Throughout these research cycles and through the building of a BI prototype, this research shows how one might go about using RCD to provide actionable insights into perioperative outcomes, and how the Multiview2 methodology, with its emphasis on the social and technical aspects of ISD, can be used to support that journey. CONCLUSIONS Shared decision-making and early discussion of the risks, benefits and alternatives to surgery are required to help patients to make the choices about surgery and anaesthesia that best meet their needs. This research has shown that RCD can be used to provide anaesthetists with valuable insights about patient outcomes that are relevant to their own clinical setting to support risk benefit assessment before elective surgery. The BI journey to acquiring these insights requires a unique mix of organisational analysis, sociotechnical analysis, data modelling and technical development and can be facilitated by the Multiview2 methodology. Choice, chance and communication lie at the heart of patient-centred preoperative care, and therefore the value of accurate, timely and relevant information about perioperative outcomes that are derived from RCD and BI should not be underestimated.","M. Soakell-Ho","2017","ResearchSpace (University of Auckland)","10.1016/j.chb.2013.07.038","-","-","https://doi.org/10.1016/j.chb.2013.07.038","","en","10","Include"
"UX Toolbox for Software Developers","The aim of this thesis is to investigate how agility can be achieved when performing UX work within an agile, industrial software environment.Thus this thesis investigates how UX work can be conducted by software developers while following and supporting the sprint rhythm.Three research questions are put forward.These are answered by an interview study performed within the Danish industry, and by an initial explorative study and two action research studies.These studies were concerned the iterative processes of the development of a UX Toolbox.This toolbox contains selected modified UX methods, combined with supporting materials in the form of guidelines and templates.The thesis furthermore addresses the development of training procedures and -materials.By applying structure to the usability and UX methods, minimizing the load of in-depth analysis and by developing supporting materials the toolbox proved feasible to fit the sprint rhythm.This work has been described in five research contributions, which are included in the present work.The overall result of the studies is positive and it is found that by using the developers' feedback in the modification process, the methods have truly become applicable within an agile, industrial setting.The supporting materials and training have induced the developers to feel confident in independently performing this type of work.Furthermore, the application of the toolbox has entailed more transparency when working with UX, a shared language in the development team and a way for the development team to reduce UX bottlenecks.","Tina Øvad","2016","VBN Forskningsportal (Aalborg Universitet)","10.5278/vbn.phd.engsci.00060","4","-","https://doi.org/10.5278/vbn.phd.engsci.00060","","-","-","Include"
"Improving ISD Agility in Fast-Moving Software Organizations","Fast-moving software organizations must respond quickly to changing technological options and mar-ket trends while delivering high-quality services at competitive prices. Improving agility of infor-mation systems development (ISD) may reconcile these inherent tensions, but previous research of agility predominantly focused separately on managing either the individual project or the organiza-tion. Limited research has investigated the management that ties the agility of individual projects with the company agility characterizing fast-moving organizations. This paper reports an action research study on how to improve ISD agility in a fast-moving software organization. The study maps central problems in the ISD management to direct improvements of agility. Our following intervention ad-dressed method improvements in defining types of ISD by customer relations and integrating the method with the task management tool used by the organization. The paper discusses how the action research contributes to our understanding of ISD agility in fast-moving software organizations with a framework for mapping and evaluating improvements of agility. The action research specifically points out that project managers need to attend to the company’s agility in relating to customers, that company agility links to project agility, and that this requires light method and tool support.","John Stouby Persson; Jacob Nørbjerg; P. Nielsen","2016","European Conference on Information Systems","10.54172/mjsc.v38i1.1015","16","-","https://doi.org/10.54172/mjsc.v38i1.1015","","-","13","Include"
"Crafting Alliances between a Mexican Agribusiness and the Base of the Pyramid: An Action Research into Strategizing","Crafting Alliances Between A Mexican Agribusiness And The Base Of The Pyramid: An Action Research Into Strategizing By Sergio Quinones-Romandia May 2016 Committee Chair: Lars Mathiassen Major Academic Unit: J. Mack Robinson College of Business More than 4 billion people in the world face hunger every day. In addition to this imperative shortcoming, the world’s poor confront other side effects of poverty as well, including violence, forced mobility, lack of access to education and early death. In a globalized world where capitalism has become the prevailing economic ideology, alleviating poverty can no longer be the exclusive responsibility of governments, richer nations, and non-governmental organizations (NGOs). Today, the private sector must also “take the torch” and contribute to easing the suffering of more than half the world’s population. The Base of the Pyramid (BOP) strategy is an important opportunity for the world’s private sector to create new business opportunities while at the same time helping address and alleviate poverty. However, while the literature describes several study cases, we still have limited knowledge about the process through which managers engage in BOP strategizing. Against this backdrop, this dissertation provides a detailed account of how a Mexican agribusiness: Agroservicios Nacionales, SAPI de CV (ANSA) developed and implemented a BOP strategy to co-create value with its distributors and poor corn farmers. Our Georgia State University (GSU) research team combined Dynamic Capability Theory (DCT) and Option-Driven Strategizing (ODS) and adopted action research to establish close collaboration among the firm’s top directors, a select group of its managers, designated local distributors, and our researcher team members. This dissertation presents a detailed account of the strategizing process, how AgroEstacion was conceived, how it was implemented, and the outcomes and experiences of the overall process. I also discuss the challenges our team faced, how they were resolved, and the opportunities that emerged from the strategizing process. Finally, I describe an Integrated Model that firms can use to strategize BOP opportunities in a way that benefits both their business and the surrounding society. This dissertation also represents the challenges of utilizing DCT in a practical case, following the suggestions of several authors as Teece, Pisano, Shuen, Zollo, Winters and others, from major works of writing that encourage researchers to take this theory into a more aggregate system and apply it in a practical case.","Sergio Quinonez-Romandia","2016","Digital Archive @ GSU","10.57709/8462046","-","-","https://doi.org/10.57709/8462046","","-","-","Include"
"Shared Platform Coopetition: The Paradoxical Tension between Stabilized Cooperation and Intensified Competition","Shared Platform Coopetition: The Paradoxical Tension between Stabilized Cooperation and Intensified Competition","F. Saadatmand","2016","KTH Publication Database DiVA (KTH Royal Institute of Technology)","10.1109/hicss.2016.47","1","-","https://doi.org/10.1109/hicss.2016.47","","-","10","Include"
"Open Research Online Mediating boundaries between knowledge and knowing: ICT and R4D praxis","<jats:p>This article reflects critically on the use of a wiki as a data repository for knowledge transfer and as a mediating technical platform for social learning in the context of a multi-country programme of agricultural research for development. The wiki was designed to foster sustainable social learning and an emergent community of practice among biophysical and social researchers acting for the first time as co-researchers. Over time, the technologically mediated element of the learning system was judged to have failed. The article is based on an inquiry that asked ‘How can learning system design cultivate learning opportunities and respond to learning challenges in an online environment to support research for development practice?’ The article also considers the wider context and institutional setting in which the knowledge work took place.</jats:p>","Reichelt","2016","Outlook on Agriculture","10.1177/0030727016675693","-","-","https://doi.org/10.1177/0030727016675693","","en","8","Include"
"The Dialectics of Engaging the BOP through Microfranchising: Evidence from a Mexican Agribusiness","The Dialectics of Engaging the BOP through Microfranchising: Evidence from a Mexican Agribusiness by Rafael Hernandez-Cazares December 2016 Committee Chair: Rafael Hernandez-Cazares Major Academic Unit: Executive Doctorate in Business Microfranchising is emerging as a potentially powerful strategy for reaching the enormous markets at the base of the pyramid (BOP). Microfranchising also represents an effective and sustainable way to contribute to poverty alleviation and economic growth. However, we know little about how organizations maneuver contradictory forces as they use this innovative business model to engage the BOP. To address this gap, I offer a longitudinal case study of an emerging microfranchise effort by a successful Mexican agribusiness—one whose ambitions to continue growing were challenged by multinationa l agrochemicals suppliers. As this project shows, companies and BOP markets can realize mutual benefits from a value co-creation strategy. Specifically, I adopted a dialectica l approach to analyze the tensions and competing forces that arose as business managers and local BOP distributors and producers collaborated in this emerging microfranchis ing venture. As a result, the research offers three contributions. First, it provides a detailed empirical account of how contradictory forces shaped the Mexican agricultural firm’s implementation of microfranchising to engage with BOP farmers. Second, it presents a conceptual synthesis that describes the major contradictory forces a company faces as it implements microfranchising as part of its BOP strategy. Finally, it offers lessons for how business managers can maneuver contradictory forces to co-create value with the BOP through microfranchising.","Rafael Hernandez Cazares","2016","Risk Governance and Control: Financial Markets and Institutions","10.22495/rgc7i4art1","-","-","https://doi.org/10.22495/rgc7i4art1","","en","8","Include"
"The impact of the interactivity of web 2.0 technologies on the learning experience of students in higher education","This thesis was submitted for the award of Doctor of Philosophy and was awarded by Brunel University London","A. Buqawa","2016","Brunel University Research Archive (BURA) (Brunel University London)","10.4018/ijwltt.2018070101","1","-","https://doi.org/10.4018/ijwltt.2018070101","","ng","17","Include"
"Six Issues in Which IS and CSCW Research Communities Differ","-","Arto Lanamäki; Karin Väyrynen","2016","Cooperative Systems Design","10.1007/978-3-319-33464-6_1","4","false","https://doi.org/10.1007/978-3-319-33464-6_1","Computer-supported cooperative work; Context (archaeology); Discipline; Knowledge management; Sociology; Work (physics); Computer science; Engineering; Social science; Geography","en","17","Include"
"How Agile Methods Inspire Project Management - The Half Double Initiative","Increased complexity in projects has forced new project management initiatives. In software development several agile methods have emerged and are today highly implemented in practice. Observations of general project management practice show how it has been inspired by agile software development, but very little research addresses the issue of agile project management. In order to understand and to provide suggestions for future practice on how agility can be incorporated in general project management, this paper provides an analysis which compares ten characteristics of agile software development (identified in theory) and the Half Double Methodology developed by the Danish Project Half Double initiative; a Methodology developed with practitioners and tested in seven Danish case companies. The analysis shows how the general project management to a great extent has been inspired by agile methods, but also that general project management may be able to find more inspiration from agile methods.","L. Heeager; Per Svejvig; B. Schlichter","2016","2011 12th International Carpathian Control Conference (ICCC)","10.1109/carpathiancc.2011.5945881","6","-","https://doi.org/10.1109/carpathiancc.2011.5945881","","-","4","Include"
"How has Agile Methods Inspired an Industrywide Project Management Initiative","Increased complexity in projects has forced new project management initiatives. In software development several agile methods have emerged and methods such as Scrum are today highly implemented in practice. General project management practice has been inspired by agile software development. But in order to fully understand and to provide suggestions for future practice on how agility can be incorporated in general project management, this paper addresses how agile methods have inspired general project management practices. To answer the research question, the paper provides an analysis which compares ten characteristics of agile software development (identified in theory) and the general project management method developed by the Danish Project Half Double (PHD) initiative. The method consists of 10 leading stars (principles) and the impact, flow and leadership (IFL) method for rethinking project management. The analysis showed how general project management to a large degree has been conquered by agile methods.","L. Heeager; Per Svejvig; B. Schlichter","2016","Journal of the Association for Information Systems","10.1109/ms.2005.59","-","-","https://doi.org/10.1109/ms.2005.59","","en","7","Include"
"Complex Business Negotiation: Understanding Preparation and Planning","Most scholars agree that engaging in preparation and planning is key to a negotiation’s effectiveness but research has largely focused solely on what happens at the negotiation table, rather than in preparation for it. This thesis addresses the balance by clarifying which preparation and planning activities are undertaken to conduct a complex business negotiation. It examines not only what activities are conducted, but also by whom, and when. One important question for both practitioners and researchers alike is the extent to which practitioners follow the recommendations of what is an extensive and highly varied literature on negotiation preparation. A review of the literature enabled a comprehensive activity checklist to be developed which, coupled with a number of propositions about how preparation could be expected to be conducted, formed the foundation for the data collection and analysis. The bulk of research into negotiation uses data drawn from populations in experimental design settings. However, this study follows a qualitative research design, which has multiple sources of inquiry and which draws upon data grounded in a large global, industrial company and, thereby, contributes to the limited selection of negotiation research that is conducted outside of university settings.","M. Lindholst","2015","Econstor (Econstor)","10.1163/9789004638242_013","1","-","https://doi.org/10.1163/9789004638242_013","","-","14","Include"
